ex_no,provenance_file,provenance_sheet,provenance_row,variable,value
701,data/bronze/artifacts/2021_raw.xlsx,Table 19,404,ic50_null_uM,nan
701,data/bronze/artifacts/2021_raw.xlsx,Table 19,404,ic50_wt_uM,nan
702,data/bronze/artifacts/2021_raw.xlsx,Table 19,405,ki_a_nM,nan
702,data/bronze/artifacts/2021_raw.xlsx,Table 19,405,ki_b_nM,5.12
702,data/bronze/artifacts/2021_raw.xlsx,Table 19,405,ic50_null_uM,0.046
702,data/bronze/artifacts/2021_raw.xlsx,Table 19,405,ic50_wt_uM,0.56
703,data/bronze/artifacts/2021_raw.xlsx,Table 19,406,ki_a_nM,nan
703,data/bronze/artifacts/2021_raw.xlsx,Table 19,406,ki_b_nM,5.62
703,data/bronze/artifacts/2021_raw.xlsx,Table 19,406,ic50_null_uM,0.222
703,data/bronze/artifacts/2021_raw.xlsx,Table 19,406,ic50_wt_uM,2.3
704,data/bronze/artifacts/2021_raw.xlsx,Table 19,407,ki_a_nM,nan
704,data/bronze/artifacts/2021_raw.xlsx,Table 19,407,ki_b_nM,25.1
704,data/bronze/artifacts/2021_raw.xlsx,Table 19,407,ic50_null_uM,0.08
704,data/bronze/artifacts/2021_raw.xlsx,Table 19,407,ic50_wt_uM,>1
705,data/bronze/artifacts/2021_raw.xlsx,Table 19,408,ki_a_nM,nan
705,data/bronze/artifacts/2021_raw.xlsx,Table 19,408,ki_b_nM,9.63
705,data/bronze/artifacts/2021_raw.xlsx,Table 19,408,ic50_null_uM,0.76
705,data/bronze/artifacts/2021_raw.xlsx,Table 19,408,ic50_wt_uM,>1
706,data/bronze/artifacts/2021_raw.xlsx,Table 19,409,ki_a_nM,nan
706,data/bronze/artifacts/2021_raw.xlsx,Table 19,409,ki_b_nM,31
706,data/bronze/artifacts/2021_raw.xlsx,Table 19,409,ic50_null_uM,nan
706,data/bronze/artifacts/2021_raw.xlsx,Table 19,409,ic50_wt_uM,nan
708,data/bronze/artifacts/2021_raw.xlsx,Table 19,410,ki_a_nM,nan
708,data/bronze/artifacts/2021_raw.xlsx,Table 19,410,ki_b_nM,2.79
708,data/bronze/artifacts/2021_raw.xlsx,Table 19,410,ic50_null_uM,0.155
708,data/bronze/artifacts/2021_raw.xlsx,Table 19,410,ic50_wt_uM,>1
709,data/bronze/artifacts/2021_raw.xlsx,Table 19,411,ki_a_nM,nan
709,data/bronze/artifacts/2021_raw.xlsx,Table 19,411,ki_b_nM,2.97
709,data/bronze/artifacts/2021_raw.xlsx,Table 19,411,ic50_null_uM,0.334
709,data/bronze/artifacts/2021_raw.xlsx,Table 19,411,ic50_wt_uM,1.43
710,data/bronze/artifacts/2021_raw.xlsx,Table 19,412,ki_a_nM,nan
710,data/bronze/artifacts/2021_raw.xlsx,Table 19,412,ki_b_nM,4.13
710,data/bronze/artifacts/2021_raw.xlsx,Table 19,412,ic50_null_uM,0.177
710,data/bronze/artifacts/2021_raw.xlsx,Table 19,412,ic50_wt_uM,1.14
711,data/bronze/artifacts/2021_raw.xlsx,Table 19,413,ki_a_nM,nan
711,data/bronze/artifacts/2021_raw.xlsx,Table 19,413,ki_b_nM,nan
711,data/bronze/artifacts/2021_raw.xlsx,Table 19,413,ic50_null_uM,0.279
711,data/bronze/artifacts/2021_raw.xlsx,Table 19,413,ic50_wt_uM,9.78
724,data/bronze/artifacts/2021_raw.xlsx,Table 19,414,ki_a_nM,nan
724,data/bronze/artifacts/2021_raw.xlsx,Table 19,414,ki_b_nM,nan
724,data/bronze/artifacts/2021_raw.xlsx,Table 19,414,ic50_null_uM,0.136
724,data/bronze/artifacts/2021_raw.xlsx,Table 19,414,ic50_wt_uM,>1
725,data/bronze/artifacts/2021_raw.xlsx,Table 19,415,ki_a_nM,nan
725,data/bronze/artifacts/2021_raw.xlsx,Table 19,415,ki_b_nM,nan
725,data/bronze/artifacts/2021_raw.xlsx,Table 19,415,ic50_null_uM,0.252
725,data/bronze/artifacts/2021_raw.xlsx,Table 19,415,ic50_wt_uM,>1
726,data/bronze/artifacts/2021_raw.xlsx,Table 19,416,ki_a_nM,nan
726,data/bronze/artifacts/2021_raw.xlsx,Table 19,416,ki_b_nM,nan
726,data/bronze/artifacts/2021_raw.xlsx,Table 19,416,ic50_null_uM,0.313
726,data/bronze/artifacts/2021_raw.xlsx,Table 19,416,ic50_wt_uM,>1
727,data/bronze/artifacts/2021_raw.xlsx,Table 19,417,ki_a_nM,nan
727,data/bronze/artifacts/2021_raw.xlsx,Table 19,417,ki_b_nM,nan
727,data/bronze/artifacts/2021_raw.xlsx,Table 19,417,ic50_null_uM,0.256
727,data/bronze/artifacts/2021_raw.xlsx,Table 19,417,ic50_wt_uM,>1
728,data/bronze/artifacts/2021_raw.xlsx,Table 19,418,ki_a_nM,nan
728,data/bronze/artifacts/2021_raw.xlsx,Table 19,418,ki_b_nM,nan
728,data/bronze/artifacts/2021_raw.xlsx,Table 19,418,ic50_null_uM,0.264
728,data/bronze/artifacts/2021_raw.xlsx,Table 19,418,ic50_wt_uM,6.81
729,data/bronze/artifacts/2021_raw.xlsx,Table 19,419,ki_a_nM,nan
729,data/bronze/artifacts/2021_raw.xlsx,Table 19,419,ki_b_nM,nan
729,data/bronze/artifacts/2021_raw.xlsx,Table 19,419,ic50_null_uM,0.114
729,data/bronze/artifacts/2021_raw.xlsx,Table 19,419,ic50_wt_uM,6.902
730,data/bronze/artifacts/2021_raw.xlsx,Table 19,420,ki_a_nM,nan
730,data/bronze/artifacts/2021_raw.xlsx,Table 19,420,ki_b_nM,nan
730,data/bronze/artifacts/2021_raw.xlsx,Table 19,420,ic50_null_uM,0.507
730,data/bronze/artifacts/2021_raw.xlsx,Table 19,420,ic50_wt_uM,8.46
731,data/bronze/artifacts/2021_raw.xlsx,Table 19,421,ki_a_nM,nan
731,data/bronze/artifacts/2021_raw.xlsx,Table 19,421,ki_b_nM,nan
731,data/bronze/artifacts/2021_raw.xlsx,Table 19,421,ic50_null_uM,0.05
731,data/bronze/artifacts/2021_raw.xlsx,Table 19,421,ic50_wt_uM,0.693
732,data/bronze/artifacts/2021_raw.xlsx,Table 19,422,ki_a_nM,nan
732,data/bronze/artifacts/2021_raw.xlsx,Table 19,422,ki_b_nM,nan
732,data/bronze/artifacts/2021_raw.xlsx,Table 19,422,ic50_null_uM,0.231
732,data/bronze/artifacts/2021_raw.xlsx,Table 19,422,ic50_wt_uM,>10
733,data/bronze/artifacts/2021_raw.xlsx,Table 19,423,ki_a_nM,nan
733,data/bronze/artifacts/2021_raw.xlsx,Table 19,423,ki_b_nM,nan
733,data/bronze/artifacts/2021_raw.xlsx,Table 19,423,ic50_null_uM,0.434
733,data/bronze/artifacts/2021_raw.xlsx,Table 19,423,ic50_wt_uM,>10
734,data/bronze/artifacts/2021_raw.xlsx,Table 19,424,ki_a_nM,nan
734,data/bronze/artifacts/2021_raw.xlsx,Table 19,424,ki_b_nM,nan
734,data/bronze/artifacts/2021_raw.xlsx,Table 19,424,ic50_null_uM,0.994
734,data/bronze/artifacts/2021_raw.xlsx,Table 19,424,ic50_wt_uM,>10
735,data/bronze/artifacts/2021_raw.xlsx,Table 19,425,ki_a_nM,nan
735,data/bronze/artifacts/2021_raw.xlsx,Table 19,425,ki_b_nM,nan
735,data/bronze/artifacts/2021_raw.xlsx,Table 19,425,ic50_null_uM,0.22
735,data/bronze/artifacts/2021_raw.xlsx,Table 19,425,ic50_wt_uM,>10
736,data/bronze/artifacts/2021_raw.xlsx,Table 19,426,ki_a_nM,nan
736,data/bronze/artifacts/2021_raw.xlsx,Table 19,426,ki_b_nM,nan
736,data/bronze/artifacts/2021_raw.xlsx,Table 19,426,ic50_null_uM,0.151
736,data/bronze/artifacts/2021_raw.xlsx,Table 19,426,ic50_wt_uM,6.96
737,data/bronze/artifacts/2021_raw.xlsx,Table 19,427,ki_a_nM,nan
737,data/bronze/artifacts/2021_raw.xlsx,Table 19,427,ki_b_nM,nan
737,data/bronze/artifacts/2021_raw.xlsx,Table 19,427,ic50_null_uM,0.148
737,data/bronze/artifacts/2021_raw.xlsx,Table 19,427,ic50_wt_uM,6.8
738,data/bronze/artifacts/2021_raw.xlsx,Table 19,428,ki_a_nM,nan
738,data/bronze/artifacts/2021_raw.xlsx,Table 19,428,ki_b_nM,nan
738,data/bronze/artifacts/2021_raw.xlsx,Table 19,428,ic50_null_uM,0.173
738,data/bronze/artifacts/2021_raw.xlsx,Table 19,428,ic50_wt_uM,4.3
739,data/bronze/artifacts/2021_raw.xlsx,Table 19,429,ki_a_nM,nan
739,data/bronze/artifacts/2021_raw.xlsx,Table 19,429,ki_b_nM,nan
739,data/bronze/artifacts/2021_raw.xlsx,Table 19,429,ic50_null_uM,0.355
739,data/bronze/artifacts/2021_raw.xlsx,Table 19,429,ic50_wt_uM,>10
740,data/bronze/artifacts/2021_raw.xlsx,Table 19,430,ki_a_nM,nan
740,data/bronze/artifacts/2021_raw.xlsx,Table 19,430,ki_b_nM,nan
740,data/bronze/artifacts/2021_raw.xlsx,Table 19,430,ic50_null_uM,0.08
740,data/bronze/artifacts/2021_raw.xlsx,Table 19,430,ic50_wt_uM,4.4
741,data/bronze/artifacts/2021_raw.xlsx,Table 19,431,ki_a_nM,nan
741,data/bronze/artifacts/2021_raw.xlsx,Table 19,431,ki_b_nM,nan
741,data/bronze/artifacts/2021_raw.xlsx,Table 19,431,ic50_null_uM,0.27
741,data/bronze/artifacts/2021_raw.xlsx,Table 19,431,ic50_wt_uM,8.36
742,data/bronze/artifacts/2021_raw.xlsx,Table 19,432,ki_a_nM,nan
742,data/bronze/artifacts/2021_raw.xlsx,Table 19,432,ki_b_nM,nan
742,data/bronze/artifacts/2021_raw.xlsx,Table 19,432,ic50_null_uM,0.04
742,data/bronze/artifacts/2021_raw.xlsx,Table 19,432,ic50_wt_uM,1.17
743,data/bronze/artifacts/2021_raw.xlsx,Table 19,433,ki_a_nM,nan
743,data/bronze/artifacts/2021_raw.xlsx,Table 19,433,ki_b_nM,nan
743,data/bronze/artifacts/2021_raw.xlsx,Table 19,433,ic50_null_uM,0.054
743,data/bronze/artifacts/2021_raw.xlsx,Table 19,433,ic50_wt_uM,0.694
744,data/bronze/artifacts/2021_raw.xlsx,Table 19,434,ki_a_nM,nan
744,data/bronze/artifacts/2021_raw.xlsx,Table 19,434,ki_b_nM,nan
744,data/bronze/artifacts/2021_raw.xlsx,Table 19,434,ic50_null_uM,0.188
744,data/bronze/artifacts/2021_raw.xlsx,Table 19,434,ic50_wt_uM,4.125
745,data/bronze/artifacts/2021_raw.xlsx,Table 19,435,ki_a_nM,nan
745,data/bronze/artifacts/2021_raw.xlsx,Table 19,435,ki_b_nM,nan
745,data/bronze/artifacts/2021_raw.xlsx,Table 19,435,ic50_null_uM,0.223
745,data/bronze/artifacts/2021_raw.xlsx,Table 19,435,ic50_wt_uM,1.2445
746,data/bronze/artifacts/2021_raw.xlsx,Table 19,436,ki_a_nM,nan
746,data/bronze/artifacts/2021_raw.xlsx,Table 19,436,ki_b_nM,nan
746,data/bronze/artifacts/2021_raw.xlsx,Table 19,436,ic50_null_uM,0.139
746,data/bronze/artifacts/2021_raw.xlsx,Table 19,436,ic50_wt_uM,7.26
747,data/bronze/artifacts/2021_raw.xlsx,Table 19,437,ki_a_nM,nan
747,data/bronze/artifacts/2021_raw.xlsx,Table 19,437,ki_b_nM,nan
747,data/bronze/artifacts/2021_raw.xlsx,Table 19,437,ic50_null_uM,0.385
747,data/bronze/artifacts/2021_raw.xlsx,Table 19,437,ic50_wt_uM,5.26
748,data/bronze/artifacts/2021_raw.xlsx,Table 19,438,ki_a_nM,nan
748,data/bronze/artifacts/2021_raw.xlsx,Table 19,438,ki_b_nM,nan
748,data/bronze/artifacts/2021_raw.xlsx,Table 19,438,ic50_null_uM,0.084
748,data/bronze/artifacts/2021_raw.xlsx,Table 19,438,ic50_wt_uM,2.62
749,data/bronze/artifacts/2021_raw.xlsx,Table 19,439,ki_a_nM,nan
749,data/bronze/artifacts/2021_raw.xlsx,Table 19,439,ki_b_nM,nan
749,data/bronze/artifacts/2021_raw.xlsx,Table 19,439,ic50_null_uM,0.095
749,data/bronze/artifacts/2021_raw.xlsx,Table 19,439,ic50_wt_uM,2.15
750,data/bronze/artifacts/2021_raw.xlsx,Table 19,440,ki_a_nM,nan
750,data/bronze/artifacts/2021_raw.xlsx,Table 19,440,ki_b_nM,nan
750,data/bronze/artifacts/2021_raw.xlsx,Table 19,440,ic50_null_uM,0.177
750,data/bronze/artifacts/2021_raw.xlsx,Table 19,440,ic50_wt_uM,3.145
751,data/bronze/artifacts/2021_raw.xlsx,Table 19,441,ki_a_nM,nan
751,data/bronze/artifacts/2021_raw.xlsx,Table 19,441,ki_b_nM,nan
751,data/bronze/artifacts/2021_raw.xlsx,Table 19,441,ic50_null_uM,0.144
751,data/bronze/artifacts/2021_raw.xlsx,Table 19,441,ic50_wt_uM,1.74
752,data/bronze/artifacts/2021_raw.xlsx,Table 19,442,ki_a_nM,nan
752,data/bronze/artifacts/2021_raw.xlsx,Table 19,442,ki_b_nM,nan
752,data/bronze/artifacts/2021_raw.xlsx,Table 19,442,ic50_null_uM,0.119
752,data/bronze/artifacts/2021_raw.xlsx,Table 19,442,ic50_wt_uM,1.74
753,data/bronze/artifacts/2021_raw.xlsx,Table 19,443,ki_a_nM,nan
753,data/bronze/artifacts/2021_raw.xlsx,Table 19,443,ki_b_nM,nan
753,data/bronze/artifacts/2021_raw.xlsx,Table 19,443,ic50_null_uM,0.408
753,data/bronze/artifacts/2021_raw.xlsx,Table 19,443,ic50_wt_uM,>10
754,data/bronze/artifacts/2021_raw.xlsx,Table 19,444,ki_a_nM,nan
754,data/bronze/artifacts/2021_raw.xlsx,Table 19,444,ki_b_nM,nan
754,data/bronze/artifacts/2021_raw.xlsx,Table 19,444,ic50_null_uM,0.13
754,data/bronze/artifacts/2021_raw.xlsx,Table 19,444,ic50_wt_uM,4.11
755,data/bronze/artifacts/2021_raw.xlsx,Table 19,445,ki_a_nM,nan
755,data/bronze/artifacts/2021_raw.xlsx,Table 19,445,ki_b_nM,nan
755,data/bronze/artifacts/2021_raw.xlsx,Table 19,445,ic50_null_uM,0.184
755,data/bronze/artifacts/2021_raw.xlsx,Table 19,445,ic50_wt_uM,>10
756,data/bronze/artifacts/2021_raw.xlsx,Table 19,446,ki_a_nM,nan
756,data/bronze/artifacts/2021_raw.xlsx,Table 19,446,ki_b_nM,nan
756,data/bronze/artifacts/2021_raw.xlsx,Table 19,446,ic50_null_uM,0.228
756,data/bronze/artifacts/2021_raw.xlsx,Table 19,446,ic50_wt_uM,5.95
757,data/bronze/artifacts/2021_raw.xlsx,Table 19,447,ki_a_nM,nan
757,data/bronze/artifacts/2021_raw.xlsx,Table 19,447,ki_b_nM,nan
757,data/bronze/artifacts/2021_raw.xlsx,Table 19,447,ic50_null_uM,0.313
757,data/bronze/artifacts/2021_raw.xlsx,Table 19,447,ic50_wt_uM,8.87
758,data/bronze/artifacts/2021_raw.xlsx,Table 19,448,ki_a_nM,nan
758,data/bronze/artifacts/2021_raw.xlsx,Table 19,448,ki_b_nM,nan
758,data/bronze/artifacts/2021_raw.xlsx,Table 19,448,ic50_null_uM,0.337
758,data/bronze/artifacts/2021_raw.xlsx,Table 19,448,ic50_wt_uM,>10
759,data/bronze/artifacts/2021_raw.xlsx,Table 19,449,ki_a_nM,nan
759,data/bronze/artifacts/2021_raw.xlsx,Table 19,449,ki_b_nM,nan
759,data/bronze/artifacts/2021_raw.xlsx,Table 19,449,ic50_null_uM,0.293
759,data/bronze/artifacts/2021_raw.xlsx,Table 19,449,ic50_wt_uM,>10
760,data/bronze/artifacts/2021_raw.xlsx,Table 19,450,ki_a_nM,nan
760,data/bronze/artifacts/2021_raw.xlsx,Table 19,450,ki_b_nM,nan
760,data/bronze/artifacts/2021_raw.xlsx,Table 19,450,ic50_null_uM,0.1
760,data/bronze/artifacts/2021_raw.xlsx,Table 19,450,ic50_wt_uM,2.93
761,data/bronze/artifacts/2021_raw.xlsx,Table 19,451,ki_a_nM,nan
761,data/bronze/artifacts/2021_raw.xlsx,Table 19,451,ki_b_nM,nan
761,data/bronze/artifacts/2021_raw.xlsx,Table 19,451,ic50_null_uM,0.064
761,data/bronze/artifacts/2021_raw.xlsx,Table 19,451,ic50_wt_uM,1.35
762,data/bronze/artifacts/2021_raw.xlsx,Table 19,452,ki_a_nM,nan
762,data/bronze/artifacts/2021_raw.xlsx,Table 19,452,ki_b_nM,nan
762,data/bronze/artifacts/2021_raw.xlsx,Table 19,452,ic50_null_uM,0.18
762,data/bronze/artifacts/2021_raw.xlsx,Table 19,452,ic50_wt_uM,8.795001
763,data/bronze/artifacts/2021_raw.xlsx,Table 19,453,ki_a_nM,nan
763,data/bronze/artifacts/2021_raw.xlsx,Table 19,453,ki_b_nM,nan
763,data/bronze/artifacts/2021_raw.xlsx,Table 19,453,ic50_null_uM,0.057
763,data/bronze/artifacts/2021_raw.xlsx,Table 19,453,ic50_wt_uM,4.34
764,data/bronze/artifacts/2021_raw.xlsx,Table 19,454,ki_a_nM,nan
764,data/bronze/artifacts/2021_raw.xlsx,Table 19,454,ki_b_nM,nan
764,data/bronze/artifacts/2021_raw.xlsx,Table 19,454,ic50_null_uM,0.287
764,data/bronze/artifacts/2021_raw.xlsx,Table 19,454,ic50_wt_uM,4.22
765,data/bronze/artifacts/2021_raw.xlsx,Table 19,455,ki_a_nM,nan
765,data/bronze/artifacts/2021_raw.xlsx,Table 19,455,ki_b_nM,nan
765,data/bronze/artifacts/2021_raw.xlsx,Table 19,455,ic50_null_uM,0.18
765,data/bronze/artifacts/2021_raw.xlsx,Table 19,455,ic50_wt_uM,0.51225
766,data/bronze/artifacts/2021_raw.xlsx,Table 19,456,ki_a_nM,nan
766,data/bronze/artifacts/2021_raw.xlsx,Table 19,456,ki_b_nM,nan
766,data/bronze/artifacts/2021_raw.xlsx,Table 19,456,ic50_null_uM,0.161
766,data/bronze/artifacts/2021_raw.xlsx,Table 19,456,ic50_wt_uM,5.9
767,data/bronze/artifacts/2021_raw.xlsx,Table 19,457,ki_a_nM,nan
767,data/bronze/artifacts/2021_raw.xlsx,Table 19,457,ki_b_nM,nan
767,data/bronze/artifacts/2021_raw.xlsx,Table 19,457,ic50_null_uM,0.056
767,data/bronze/artifacts/2021_raw.xlsx,Table 19,457,ic50_wt_uM,3.546667
768,data/bronze/artifacts/2021_raw.xlsx,Table 19,458,ki_a_nM,nan
768,data/bronze/artifacts/2021_raw.xlsx,Table 19,458,ki_b_nM,nan
768,data/bronze/artifacts/2021_raw.xlsx,Table 19,458,ic50_null_uM,0.116
768,data/bronze/artifacts/2021_raw.xlsx,Table 19,458,ic50_wt_uM,3.96
769,data/bronze/artifacts/2021_raw.xlsx,Table 19,459,ki_a_nM,nan
769,data/bronze/artifacts/2021_raw.xlsx,Table 19,459,ki_b_nM,nan
769,data/bronze/artifacts/2021_raw.xlsx,Table 19,459,ic50_null_uM,0.052
769,data/bronze/artifacts/2021_raw.xlsx,Table 19,459,ic50_wt_uM,5.01
770,data/bronze/artifacts/2021_raw.xlsx,Table 19,460,ki_a_nM,nan
770,data/bronze/artifacts/2021_raw.xlsx,Table 19,460,ki_b_nM,nan
770,data/bronze/artifacts/2021_raw.xlsx,Table 19,460,ic50_null_uM,0.132
770,data/bronze/artifacts/2021_raw.xlsx,Table 19,460,ic50_wt_uM,4.75
771,data/bronze/artifacts/2021_raw.xlsx,Table 19,461,ki_a_nM,nan
771,data/bronze/artifacts/2021_raw.xlsx,Table 19,461,ki_b_nM,nan
771,data/bronze/artifacts/2021_raw.xlsx,Table 19,461,ic50_null_uM,0.27
771,data/bronze/artifacts/2021_raw.xlsx,Table 19,461,ic50_wt_uM,>10
772,data/bronze/artifacts/2021_raw.xlsx,Table 19,462,ki_a_nM,nan
772,data/bronze/artifacts/2021_raw.xlsx,Table 19,462,ki_b_nM,nan
772,data/bronze/artifacts/2021_raw.xlsx,Table 19,462,ic50_null_uM,0.437
772,data/bronze/artifacts/2021_raw.xlsx,Table 19,462,ic50_wt_uM,17.55
773,data/bronze/artifacts/2021_raw.xlsx,Table 19,463,ki_a_nM,nan
773,data/bronze/artifacts/2021_raw.xlsx,Table 19,463,ki_b_nM,nan
773,data/bronze/artifacts/2021_raw.xlsx,Table 19,463,ic50_null_uM,0.304
773,data/bronze/artifacts/2021_raw.xlsx,Table 19,463,ic50_wt_uM,>10
774,data/bronze/artifacts/2021_raw.xlsx,Table 19,464,ki_a_nM,nan
774,data/bronze/artifacts/2021_raw.xlsx,Table 19,464,ki_b_nM,nan
774,data/bronze/artifacts/2021_raw.xlsx,Table 19,464,ic50_null_uM,0.139
774,data/bronze/artifacts/2021_raw.xlsx,Table 19,464,ic50_wt_uM,5.21
775,data/bronze/artifacts/2021_raw.xlsx,Table 19,465,ki_a_nM,nan
775,data/bronze/artifacts/2021_raw.xlsx,Table 19,465,ki_b_nM,nan
775,data/bronze/artifacts/2021_raw.xlsx,Table 19,465,ic50_null_uM,0.05
775,data/bronze/artifacts/2021_raw.xlsx,Table 19,465,ic50_wt_uM,1.68
776,data/bronze/artifacts/2021_raw.xlsx,Table 19,466,ki_a_nM,nan
776,data/bronze/artifacts/2021_raw.xlsx,Table 19,466,ki_b_nM,nan
776,data/bronze/artifacts/2021_raw.xlsx,Table 19,466,ic50_null_uM,0.195
776,data/bronze/artifacts/2021_raw.xlsx,Table 19,466,ic50_wt_uM,7.225
777,data/bronze/artifacts/2021_raw.xlsx,Table 19,467,ki_a_nM,nan
777,data/bronze/artifacts/2021_raw.xlsx,Table 19,467,ki_b_nM,nan
777,data/bronze/artifacts/2021_raw.xlsx,Table 19,467,ic50_null_uM,0.372
777,data/bronze/artifacts/2021_raw.xlsx,Table 19,467,ic50_wt_uM,>10
778,data/bronze/artifacts/2021_raw.xlsx,Table 19,468,ki_a_nM,nan
778,data/bronze/artifacts/2021_raw.xlsx,Table 19,468,ki_b_nM,nan
778,data/bronze/artifacts/2021_raw.xlsx,Table 19,468,ic50_null_uM,0.072
778,data/bronze/artifacts/2021_raw.xlsx,Table 19,468,ic50_wt_uM,2.05
780,data/bronze/artifacts/2021_raw.xlsx,Table 19,469,ki_a_nM,nan
780,data/bronze/artifacts/2021_raw.xlsx,Table 19,469,ki_b_nM,nan
780,data/bronze/artifacts/2021_raw.xlsx,Table 19,469,ic50_null_uM,0.144
780,data/bronze/artifacts/2021_raw.xlsx,Table 19,469,ic50_wt_uM,1.8
781,data/bronze/artifacts/2021_raw.xlsx,Table 19,470,ki_a_nM,nan
781,data/bronze/artifacts/2021_raw.xlsx,Table 19,470,ki_b_nM,nan
781,data/bronze/artifacts/2021_raw.xlsx,Table 19,470,ic50_null_uM,0.26
781,data/bronze/artifacts/2021_raw.xlsx,Table 19,470,ic50_wt_uM,3.395
782,data/bronze/artifacts/2021_raw.xlsx,Table 19,471,ki_a_nM,nan
782,data/bronze/artifacts/2021_raw.xlsx,Table 19,471,ki_b_nM,nan
782,data/bronze/artifacts/2021_raw.xlsx,Table 19,471,ic50_null_uM,0.017
782,data/bronze/artifacts/2021_raw.xlsx,Table 19,471,ic50_wt_uM,0.46
784,data/bronze/artifacts/2021_raw.xlsx,Table 19,472,ki_a_nM,nan
784,data/bronze/artifacts/2021_raw.xlsx,Table 19,472,ki_b_nM,nan
784,data/bronze/artifacts/2021_raw.xlsx,Table 19,472,ic50_null_uM,0.261
784,data/bronze/artifacts/2021_raw.xlsx,Table 19,472,ic50_wt_uM,4.7
785,data/bronze/artifacts/2021_raw.xlsx,Table 19,473,ki_a_nM,nan
785,data/bronze/artifacts/2021_raw.xlsx,Table 19,473,ki_b_nM,nan
785,data/bronze/artifacts/2021_raw.xlsx,Table 19,473,ic50_null_uM,0.123
785,data/bronze/artifacts/2021_raw.xlsx,Table 19,473,ic50_wt_uM,2.605
786,data/bronze/artifacts/2021_raw.xlsx,Table 19,474,ki_a_nM,nan
786,data/bronze/artifacts/2021_raw.xlsx,Table 19,474,ki_b_nM,nan
786,data/bronze/artifacts/2021_raw.xlsx,Table 19,474,ic50_null_uM,0.322
786,data/bronze/artifacts/2021_raw.xlsx,Table 19,474,ic50_wt_uM,>10
787,data/bronze/artifacts/2021_raw.xlsx,Table 19,475,ki_a_nM,nan
787,data/bronze/artifacts/2021_raw.xlsx,Table 19,475,ki_b_nM,nan
787,data/bronze/artifacts/2021_raw.xlsx,Table 19,475,ic50_null_uM,0.059
787,data/bronze/artifacts/2021_raw.xlsx,Table 19,475,ic50_wt_uM,1.735
788,data/bronze/artifacts/2021_raw.xlsx,Table 19,476,ki_a_nM,nan
788,data/bronze/artifacts/2021_raw.xlsx,Table 19,476,ki_b_nM,nan
788,data/bronze/artifacts/2021_raw.xlsx,Table 19,476,ic50_null_uM,0.064
788,data/bronze/artifacts/2021_raw.xlsx,Table 19,476,ic50_wt_uM,1.59
789,data/bronze/artifacts/2021_raw.xlsx,Table 19,477,ki_a_nM,nan
789,data/bronze/artifacts/2021_raw.xlsx,Table 19,477,ki_b_nM,nan
789,data/bronze/artifacts/2021_raw.xlsx,Table 19,477,ic50_null_uM,0.162
789,data/bronze/artifacts/2021_raw.xlsx,Table 19,477,ic50_wt_uM,6.15
790,data/bronze/artifacts/2021_raw.xlsx,Table 19,478,ki_a_nM,nan
790,data/bronze/artifacts/2021_raw.xlsx,Table 19,478,ki_b_nM,nan
790,data/bronze/artifacts/2021_raw.xlsx,Table 19,478,ic50_null_uM,0.156
790,data/bronze/artifacts/2021_raw.xlsx,Table 19,478,ic50_wt_uM,5.16
791,data/bronze/artifacts/2021_raw.xlsx,Table 19,479,ki_a_nM,nan
791,data/bronze/artifacts/2021_raw.xlsx,Table 19,479,ki_b_nM,nan
791,data/bronze/artifacts/2021_raw.xlsx,Table 19,479,ic50_null_uM,0.06
791,data/bronze/artifacts/2021_raw.xlsx,Table 19,479,ic50_wt_uM,1.72
792,data/bronze/artifacts/2021_raw.xlsx,Table 19,480,ki_a_nM,nan
792,data/bronze/artifacts/2021_raw.xlsx,Table 19,480,ki_b_nM,nan
792,data/bronze/artifacts/2021_raw.xlsx,Table 19,480,ic50_null_uM,0.119
792,data/bronze/artifacts/2021_raw.xlsx,Table 19,480,ic50_wt_uM,3.84
793,data/bronze/artifacts/2021_raw.xlsx,Table 19,481,ki_a_nM,nan
793,data/bronze/artifacts/2021_raw.xlsx,Table 19,481,ki_b_nM,nan
793,data/bronze/artifacts/2021_raw.xlsx,Table 19,481,ic50_null_uM,0.783
793,data/bronze/artifacts/2021_raw.xlsx,Table 19,481,ic50_wt_uM,>10
795,data/bronze/artifacts/2021_raw.xlsx,Table 19,482,ki_a_nM,nan
795,data/bronze/artifacts/2021_raw.xlsx,Table 19,482,ki_b_nM,nan
795,data/bronze/artifacts/2021_raw.xlsx,Table 19,482,ic50_null_uM,0.056
795,data/bronze/artifacts/2021_raw.xlsx,Table 19,482,ic50_wt_uM,1.39
796,data/bronze/artifacts/2021_raw.xlsx,Table 19,483,ki_a_nM,nan
796,data/bronze/artifacts/2021_raw.xlsx,Table 19,483,ki_b_nM,nan
796,data/bronze/artifacts/2021_raw.xlsx,Table 19,483,ic50_null_uM,0.308
796,data/bronze/artifacts/2021_raw.xlsx,Table 19,483,ic50_wt_uM,>10
797,data/bronze/artifacts/2021_raw.xlsx,Table 19,484,ki_a_nM,nan
797,data/bronze/artifacts/2021_raw.xlsx,Table 19,484,ki_b_nM,nan
797,data/bronze/artifacts/2021_raw.xlsx,Table 19,484,ic50_null_uM,0.229
797,data/bronze/artifacts/2021_raw.xlsx,Table 19,484,ic50_wt_uM,3.82
798,data/bronze/artifacts/2021_raw.xlsx,Table 19,485,ki_a_nM,nan
