ex_no,provenance_file,provenance_sheet,provenance_row,variable,value
460,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,ki_a_nM,1.82
460,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,ki_b_nM,nan
460,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,ic50_null_uM,0.155
460,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,ic50_wt_uM,7.85
461,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,ki_a_nM,1.23
461,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,ki_b_nM,nan
461,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,ic50_null_uM,0.322
461,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,ic50_wt_uM,7.78
462,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,ki_a_nM,0.29
462,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,ki_b_nM,nan
462,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,ic50_null_uM,0.349
462,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,ic50_wt_uM,>10
463,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,ki_a_nM,1.23
463,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,ki_b_nM,nan
463,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,ic50_null_uM,0.683
463,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,ic50_wt_uM,>10
464,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,ki_a_nM,0.1
464,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,ki_b_nM,nan
464,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,ic50_null_uM,0.071
464,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,ic50_wt_uM,1.51
465,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,ki_a_nM,<0.1
465,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,ki_b_nM,nan
465,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,ic50_null_uM,0.024
465,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,ic50_wt_uM,0.508
466,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,ki_a_nM,0.13
466,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,ki_b_nM,nan
466,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,ic50_null_uM,0.269
466,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,ic50_wt_uM,4.27
467,data/bronze/artifacts/2021_raw.xlsx,Table 19,170,ki_a_nM,0.21
467,data/bronze/artifacts/2021_raw.xlsx,Table 19,170,ki_b_nM,nan
467,data/bronze/artifacts/2021_raw.xlsx,Table 19,170,ic50_null_uM,0.028
467,data/bronze/artifacts/2021_raw.xlsx,Table 19,170,ic50_wt_uM,0.248
468,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,ki_a_nM,<0.1
468,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,ki_b_nM,nan
468,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,ic50_null_uM,0.034
468,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,ic50_wt_uM,0.853
469,data/bronze/artifacts/2021_raw.xlsx,Table 19,172,ki_a_nM,0.03
469,data/bronze/artifacts/2021_raw.xlsx,Table 19,172,ki_b_nM,nan
469,data/bronze/artifacts/2021_raw.xlsx,Table 19,172,ic50_null_uM,0.033
469,data/bronze/artifacts/2021_raw.xlsx,Table 19,172,ic50_wt_uM,0.592
470,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,ki_a_nM,0.09
470,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,ki_b_nM,nan
470,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,ic50_null_uM,0.093
470,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,ic50_wt_uM,2.21
471,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,ki_a_nM,0.11
471,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,ki_b_nM,nan
471,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,ic50_null_uM,0.101
471,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,ic50_wt_uM,3.11
472,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,ki_a_nM,1.04
472,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,ki_b_nM,nan
472,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,ic50_null_uM,0.889
472,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,ic50_wt_uM,>10
473,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,ki_a_nM,0.17
473,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,ki_b_nM,nan
473,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,ic50_null_uM,0.302
473,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,ic50_wt_uM,5.11
474,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,ki_a_nM,0.04
474,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,ki_b_nM,nan
474,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,ic50_null_uM,0.088
474,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,ic50_wt_uM,3.27
475,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,ki_a_nM,0.07
475,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,ki_b_nM,nan
475,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,ic50_null_uM,0.268
475,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,ic50_wt_uM,4.46
476,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,ki_a_nM,0.83
476,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,ki_b_nM,nan
476,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,ic50_null_uM,0.66
476,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,ic50_wt_uM,>10
477,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,ki_a_nM,0.11
477,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,ki_b_nM,nan
477,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,ic50_null_uM,0.195
477,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,ic50_wt_uM,5.64
478,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,ki_a_nM,0.31
478,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,ki_b_nM,nan
478,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,ic50_null_uM,0.594
478,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,ic50_wt_uM,>10
479,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,ki_a_nM,0.09
479,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,ki_b_nM,nan
479,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,ic50_null_uM,0.06
479,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,ic50_wt_uM,1.22
480,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,ki_a_nM,1.49
480,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,ki_b_nM,nan
480,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,ic50_null_uM,0.369
480,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,ic50_wt_uM,1.46
481,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,ki_a_nM,0.18
481,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,ki_b_nM,nan
481,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,ic50_null_uM,0.225
481,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,ic50_wt_uM,4.45
482,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,ki_a_nM,0.1
482,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,ki_b_nM,nan
482,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,ic50_null_uM,0.106
482,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,ic50_wt_uM,4.32
483,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,ki_a_nM,1.02
483,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,ki_b_nM,nan
483,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,ic50_null_uM,0.515
483,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,ic50_wt_uM,>10
484,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,ki_a_nM,0.11
484,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,ki_b_nM,nan
484,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,ic50_null_uM,0.059
484,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,ic50_wt_uM,2.33
485,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,ki_a_nM,3.53
485,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,ki_b_nM,nan
485,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,ic50_null_uM,0.734
485,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,ic50_wt_uM,4.68
486,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,ki_a_nM,0.42
486,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,ki_b_nM,nan
486,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,ic50_null_uM,0.123
486,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,ic50_wt_uM,3.83
487,data/bronze/artifacts/2021_raw.xlsx,Table 19,190,ki_a_nM,0.04
487,data/bronze/artifacts/2021_raw.xlsx,Table 19,190,ki_b_nM,nan
487,data/bronze/artifacts/2021_raw.xlsx,Table 19,190,ic50_null_uM,0.026
487,data/bronze/artifacts/2021_raw.xlsx,Table 19,190,ic50_wt_uM,0.73
488,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,ki_a_nM,0.1
488,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,ki_b_nM,nan
488,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,ic50_null_uM,0.035
488,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,ic50_wt_uM,1.28
489,data/bronze/artifacts/2021_raw.xlsx,Table 19,192,ki_a_nM,0.06
489,data/bronze/artifacts/2021_raw.xlsx,Table 19,192,ki_b_nM,nan
489,data/bronze/artifacts/2021_raw.xlsx,Table 19,192,ic50_null_uM,0.027
489,data/bronze/artifacts/2021_raw.xlsx,Table 19,192,ic50_wt_uM,0.67
490,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,ki_a_nM,1.01
490,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,ki_b_nM,nan
490,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,ic50_null_uM,0.44
490,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,ic50_wt_uM,>10
491,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,ki_a_nM,0.1
491,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,ki_b_nM,nan
491,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,ic50_null_uM,0.061
491,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,ic50_wt_uM,1.27
492,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,ki_a_nM,0.22
492,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,ki_b_nM,nan
492,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,ic50_null_uM,0.175
492,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,ic50_wt_uM,3.39
493,data/bronze/artifacts/2021_raw.xlsx,Table 19,196,ki_a_nM,0.26
493,data/bronze/artifacts/2021_raw.xlsx,Table 19,196,ki_b_nM,nan
493,data/bronze/artifacts/2021_raw.xlsx,Table 19,196,ic50_null_uM,0.146
493,data/bronze/artifacts/2021_raw.xlsx,Table 19,196,ic50_wt_uM,4.08
494,data/bronze/artifacts/2021_raw.xlsx,Table 19,197,ki_a_nM,0.66
494,data/bronze/artifacts/2021_raw.xlsx,Table 19,197,ki_b_nM,nan
494,data/bronze/artifacts/2021_raw.xlsx,Table 19,197,ic50_null_uM,0.194
494,data/bronze/artifacts/2021_raw.xlsx,Table 19,197,ic50_wt_uM,5.42
495,data/bronze/artifacts/2021_raw.xlsx,Table 19,198,ki_a_nM,0.06
495,data/bronze/artifacts/2021_raw.xlsx,Table 19,198,ki_b_nM,nan
495,data/bronze/artifacts/2021_raw.xlsx,Table 19,198,ic50_null_uM,0.086
495,data/bronze/artifacts/2021_raw.xlsx,Table 19,198,ic50_wt_uM,3.17
496,data/bronze/artifacts/2021_raw.xlsx,Table 19,199,ki_a_nM,0.17
496,data/bronze/artifacts/2021_raw.xlsx,Table 19,199,ki_b_nM,nan
496,data/bronze/artifacts/2021_raw.xlsx,Table 19,199,ic50_null_uM,0.023
496,data/bronze/artifacts/2021_raw.xlsx,Table 19,199,ic50_wt_uM,0.462
497,data/bronze/artifacts/2021_raw.xlsx,Table 19,200,ki_a_nM,0.19
497,data/bronze/artifacts/2021_raw.xlsx,Table 19,200,ki_b_nM,nan
497,data/bronze/artifacts/2021_raw.xlsx,Table 19,200,ic50_null_uM,0.035
497,data/bronze/artifacts/2021_raw.xlsx,Table 19,200,ic50_wt_uM,0.462
498,data/bronze/artifacts/2021_raw.xlsx,Table 19,201,ki_a_nM,2.43
498,data/bronze/artifacts/2021_raw.xlsx,Table 19,201,ki_b_nM,nan
498,data/bronze/artifacts/2021_raw.xlsx,Table 19,201,ic50_null_uM,0.459
498,data/bronze/artifacts/2021_raw.xlsx,Table 19,201,ic50_wt_uM,2.03
499,data/bronze/artifacts/2021_raw.xlsx,Table 19,202,ki_a_nM,0.18
499,data/bronze/artifacts/2021_raw.xlsx,Table 19,202,ki_b_nM,nan
499,data/bronze/artifacts/2021_raw.xlsx,Table 19,202,ic50_null_uM,0.251
499,data/bronze/artifacts/2021_raw.xlsx,Table 19,202,ic50_wt_uM,>10
500,data/bronze/artifacts/2021_raw.xlsx,Table 19,203,ki_a_nM,0.52
500,data/bronze/artifacts/2021_raw.xlsx,Table 19,203,ki_b_nM,nan
500,data/bronze/artifacts/2021_raw.xlsx,Table 19,203,ic50_null_uM,0.187
500,data/bronze/artifacts/2021_raw.xlsx,Table 19,203,ic50_wt_uM,4.59
501,data/bronze/artifacts/2021_raw.xlsx,Table 19,204,ki_a_nM,0.02
501,data/bronze/artifacts/2021_raw.xlsx,Table 19,204,ki_b_nM,nan
501,data/bronze/artifacts/2021_raw.xlsx,Table 19,204,ic50_null_uM,0.107
501,data/bronze/artifacts/2021_raw.xlsx,Table 19,204,ic50_wt_uM,5.92
502,data/bronze/artifacts/2021_raw.xlsx,Table 19,205,ki_a_nM,0.06
502,data/bronze/artifacts/2021_raw.xlsx,Table 19,205,ki_b_nM,nan
502,data/bronze/artifacts/2021_raw.xlsx,Table 19,205,ic50_null_uM,0.109
502,data/bronze/artifacts/2021_raw.xlsx,Table 19,205,ic50_wt_uM,3.26
503,data/bronze/artifacts/2021_raw.xlsx,Table 19,206,ki_a_nM,0.06
503,data/bronze/artifacts/2021_raw.xlsx,Table 19,206,ki_b_nM,nan
503,data/bronze/artifacts/2021_raw.xlsx,Table 19,206,ic50_null_uM,0.026
503,data/bronze/artifacts/2021_raw.xlsx,Table 19,206,ic50_wt_uM,0.68
504,data/bronze/artifacts/2021_raw.xlsx,Table 19,207,ki_a_nM,0.05
504,data/bronze/artifacts/2021_raw.xlsx,Table 19,207,ki_b_nM,nan
504,data/bronze/artifacts/2021_raw.xlsx,Table 19,207,ic50_null_uM,0.049
504,data/bronze/artifacts/2021_raw.xlsx,Table 19,207,ic50_wt_uM,1.36
505,data/bronze/artifacts/2021_raw.xlsx,Table 19,208,ki_a_nM,2.51
505,data/bronze/artifacts/2021_raw.xlsx,Table 19,208,ki_b_nM,nan
505,data/bronze/artifacts/2021_raw.xlsx,Table 19,208,ic50_null_uM,0.765
505,data/bronze/artifacts/2021_raw.xlsx,Table 19,208,ic50_wt_uM,10.3
506,data/bronze/artifacts/2021_raw.xlsx,Table 19,209,ki_a_nM,0.01
506,data/bronze/artifacts/2021_raw.xlsx,Table 19,209,ki_b_nM,nan
506,data/bronze/artifacts/2021_raw.xlsx,Table 19,209,ic50_null_uM,0.107
506,data/bronze/artifacts/2021_raw.xlsx,Table 19,209,ic50_wt_uM,1.16
507,data/bronze/artifacts/2021_raw.xlsx,Table 19,210,ki_a_nM,0.15
507,data/bronze/artifacts/2021_raw.xlsx,Table 19,210,ki_b_nM,nan
507,data/bronze/artifacts/2021_raw.xlsx,Table 19,210,ic50_null_uM,0.046
507,data/bronze/artifacts/2021_raw.xlsx,Table 19,210,ic50_wt_uM,0.913
508,data/bronze/artifacts/2021_raw.xlsx,Table 19,211,ki_a_nM,0.73
508,data/bronze/artifacts/2021_raw.xlsx,Table 19,211,ki_b_nM,nan
508,data/bronze/artifacts/2021_raw.xlsx,Table 19,211,ic50_null_uM,0.056
508,data/bronze/artifacts/2021_raw.xlsx,Table 19,211,ic50_wt_uM,1.7
509,data/bronze/artifacts/2021_raw.xlsx,Table 19,212,ki_a_nM,0.13
509,data/bronze/artifacts/2021_raw.xlsx,Table 19,212,ki_b_nM,nan
509,data/bronze/artifacts/2021_raw.xlsx,Table 19,212,ic50_null_uM,0.137
509,data/bronze/artifacts/2021_raw.xlsx,Table 19,212,ic50_wt_uM,4.12
510,data/bronze/artifacts/2021_raw.xlsx,Table 19,213,ki_a_nM,0.32
510,data/bronze/artifacts/2021_raw.xlsx,Table 19,213,ki_b_nM,nan
510,data/bronze/artifacts/2021_raw.xlsx,Table 19,213,ic50_null_uM,0.07
510,data/bronze/artifacts/2021_raw.xlsx,Table 19,213,ic50_wt_uM,1.91
511,data/bronze/artifacts/2021_raw.xlsx,Table 19,214,ki_a_nM,0.14
511,data/bronze/artifacts/2021_raw.xlsx,Table 19,214,ki_b_nM,nan
511,data/bronze/artifacts/2021_raw.xlsx,Table 19,214,ic50_null_uM,0.192
511,data/bronze/artifacts/2021_raw.xlsx,Table 19,214,ic50_wt_uM,2.34
512,data/bronze/artifacts/2021_raw.xlsx,Table 19,215,ki_a_nM,0.13
512,data/bronze/artifacts/2021_raw.xlsx,Table 19,215,ki_b_nM,nan
512,data/bronze/artifacts/2021_raw.xlsx,Table 19,215,ic50_null_uM,0.121
512,data/bronze/artifacts/2021_raw.xlsx,Table 19,215,ic50_wt_uM,3.1
513,data/bronze/artifacts/2021_raw.xlsx,Table 19,216,ki_a_nM,2.61
513,data/bronze/artifacts/2021_raw.xlsx,Table 19,216,ki_b_nM,nan
513,data/bronze/artifacts/2021_raw.xlsx,Table 19,216,ic50_null_uM,0.552
513,data/bronze/artifacts/2021_raw.xlsx,Table 19,216,ic50_wt_uM,>10
514,data/bronze/artifacts/2021_raw.xlsx,Table 19,217,ki_a_nM,0.002
514,data/bronze/artifacts/2021_raw.xlsx,Table 19,217,ki_b_nM,nan
514,data/bronze/artifacts/2021_raw.xlsx,Table 19,217,ic50_null_uM,0.028
514,data/bronze/artifacts/2021_raw.xlsx,Table 19,217,ic50_wt_uM,0.625
515,data/bronze/artifacts/2021_raw.xlsx,Table 19,218,ki_a_nM,0.02
515,data/bronze/artifacts/2021_raw.xlsx,Table 19,218,ki_b_nM,nan
515,data/bronze/artifacts/2021_raw.xlsx,Table 19,218,ic50_null_uM,0.023
515,data/bronze/artifacts/2021_raw.xlsx,Table 19,218,ic50_wt_uM,0.48
516,data/bronze/artifacts/2021_raw.xlsx,Table 19,219,ki_a_nM,0.14
516,data/bronze/artifacts/2021_raw.xlsx,Table 19,219,ki_b_nM,nan
516,data/bronze/artifacts/2021_raw.xlsx,Table 19,219,ic50_null_uM,0.155
516,data/bronze/artifacts/2021_raw.xlsx,Table 19,219,ic50_wt_uM,3.64
517,data/bronze/artifacts/2021_raw.xlsx,Table 19,220,ki_a_nM,0.07
517,data/bronze/artifacts/2021_raw.xlsx,Table 19,220,ki_b_nM,nan
517,data/bronze/artifacts/2021_raw.xlsx,Table 19,220,ic50_null_uM,0.073
517,data/bronze/artifacts/2021_raw.xlsx,Table 19,220,ic50_wt_uM,4
518,data/bronze/artifacts/2021_raw.xlsx,Table 19,221,ki_a_nM,0.11
518,data/bronze/artifacts/2021_raw.xlsx,Table 19,221,ki_b_nM,nan
518,data/bronze/artifacts/2021_raw.xlsx,Table 19,221,ic50_null_uM,0.047
518,data/bronze/artifacts/2021_raw.xlsx,Table 19,221,ic50_wt_uM,0.851
519,data/bronze/artifacts/2021_raw.xlsx,Table 19,222,ki_a_nM,0.13
519,data/bronze/artifacts/2021_raw.xlsx,Table 19,222,ki_b_nM,nan
519,data/bronze/artifacts/2021_raw.xlsx,Table 19,222,ic50_null_uM,0.062
519,data/bronze/artifacts/2021_raw.xlsx,Table 19,222,ic50_wt_uM,1.705
520,data/bronze/artifacts/2021_raw.xlsx,Table 19,223,ki_a_nM,0.04
520,data/bronze/artifacts/2021_raw.xlsx,Table 19,223,ki_b_nM,nan
520,data/bronze/artifacts/2021_raw.xlsx,Table 19,223,ic50_null_uM,0.024
520,data/bronze/artifacts/2021_raw.xlsx,Table 19,223,ic50_wt_uM,0.737
521,data/bronze/artifacts/2021_raw.xlsx,Table 19,224,ki_a_nM,0.01
521,data/bronze/artifacts/2021_raw.xlsx,Table 19,224,ki_b_nM,nan
521,data/bronze/artifacts/2021_raw.xlsx,Table 19,224,ic50_null_uM,0.012
521,data/bronze/artifacts/2021_raw.xlsx,Table 19,224,ic50_wt_uM,0.078
522,data/bronze/artifacts/2021_raw.xlsx,Table 19,225,ki_a_nM,49.9
522,data/bronze/artifacts/2021_raw.xlsx,Table 19,225,ki_b_nM,nan
522,data/bronze/artifacts/2021_raw.xlsx,Table 19,225,ic50_null_uM,0.868
522,data/bronze/artifacts/2021_raw.xlsx,Table 19,225,ic50_wt_uM,5.57
523,data/bronze/artifacts/2021_raw.xlsx,Table 19,226,ki_a_nM,0.35
523,data/bronze/artifacts/2021_raw.xlsx,Table 19,226,ki_b_nM,nan
523,data/bronze/artifacts/2021_raw.xlsx,Table 19,226,ic50_null_uM,0.334
523,data/bronze/artifacts/2021_raw.xlsx,Table 19,226,ic50_wt_uM,6.38
524,data/bronze/artifacts/2021_raw.xlsx,Table 19,227,ki_a_nM,nan
524,data/bronze/artifacts/2021_raw.xlsx,Table 19,227,ki_b_nM,nan
524,data/bronze/artifacts/2021_raw.xlsx,Table 19,227,ic50_null_uM,0.135
524,data/bronze/artifacts/2021_raw.xlsx,Table 19,227,ic50_wt_uM,2.35
525,data/bronze/artifacts/2021_raw.xlsx,Table 19,228,ki_a_nM,0.23
525,data/bronze/artifacts/2021_raw.xlsx,Table 19,228,ki_b_nM,nan
525,data/bronze/artifacts/2021_raw.xlsx,Table 19,228,ic50_null_uM,0.598
525,data/bronze/artifacts/2021_raw.xlsx,Table 19,228,ic50_wt_uM,7.61
526,data/bronze/artifacts/2021_raw.xlsx,Table 19,229,ki_a_nM,0.33
526,data/bronze/artifacts/2021_raw.xlsx,Table 19,229,ki_b_nM,nan
526,data/bronze/artifacts/2021_raw.xlsx,Table 19,229,ic50_null_uM,0.323
526,data/bronze/artifacts/2021_raw.xlsx,Table 19,229,ic50_wt_uM,>10
527,data/bronze/artifacts/2021_raw.xlsx,Table 19,230,ki_a_nM,0.05
527,data/bronze/artifacts/2021_raw.xlsx,Table 19,230,ki_b_nM,nan
527,data/bronze/artifacts/2021_raw.xlsx,Table 19,230,ic50_null_uM,0.01
527,data/bronze/artifacts/2021_raw.xlsx,Table 19,230,ic50_wt_uM,0.142
528,data/bronze/artifacts/2021_raw.xlsx,Table 19,231,ki_a_nM,0.14
528,data/bronze/artifacts/2021_raw.xlsx,Table 19,231,ki_b_nM,nan
528,data/bronze/artifacts/2021_raw.xlsx,Table 19,231,ic50_null_uM,0.058
528,data/bronze/artifacts/2021_raw.xlsx,Table 19,231,ic50_wt_uM,0.899
529,data/bronze/artifacts/2021_raw.xlsx,Table 19,232,ki_a_nM,1.69
529,data/bronze/artifacts/2021_raw.xlsx,Table 19,232,ki_b_nM,nan
529,data/bronze/artifacts/2021_raw.xlsx,Table 19,232,ic50_null_uM,0.258
529,data/bronze/artifacts/2021_raw.xlsx,Table 19,232,ic50_wt_uM,4.24
530,data/bronze/artifacts/2021_raw.xlsx,Table 19,233,ki_a_nM,0.18
530,data/bronze/artifacts/2021_raw.xlsx,Table 19,233,ki_b_nM,nan
530,data/bronze/artifacts/2021_raw.xlsx,Table 19,233,ic50_null_uM,0.108
530,data/bronze/artifacts/2021_raw.xlsx,Table 19,233,ic50_wt_uM,1.71
531,data/bronze/artifacts/2021_raw.xlsx,Table 19,234,ki_a_nM,0.1
531,data/bronze/artifacts/2021_raw.xlsx,Table 19,234,ki_b_nM,nan
531,data/bronze/artifacts/2021_raw.xlsx,Table 19,234,ic50_null_uM,0.078
531,data/bronze/artifacts/2021_raw.xlsx,Table 19,234,ic50_wt_uM,2.83
532,data/bronze/artifacts/2021_raw.xlsx,Table 19,235,ki_a_nM,0.02
532,data/bronze/artifacts/2021_raw.xlsx,Table 19,235,ki_b_nM,nan
532,data/bronze/artifacts/2021_raw.xlsx,Table 19,235,ic50_null_uM,0.045
532,data/bronze/artifacts/2021_raw.xlsx,Table 19,235,ic50_wt_uM,0.894
533,data/bronze/artifacts/2021_raw.xlsx,Table 19,236,ki_a_nM,0.02
533,data/bronze/artifacts/2021_raw.xlsx,Table 19,236,ki_b_nM,nan
533,data/bronze/artifacts/2021_raw.xlsx,Table 19,236,ic50_null_uM,0.019
533,data/bronze/artifacts/2021_raw.xlsx,Table 19,236,ic50_wt_uM,0.755
534,data/bronze/artifacts/2021_raw.xlsx,Table 19,237,ki_a_nM,0.33
534,data/bronze/artifacts/2021_raw.xlsx,Table 19,237,ki_b_nM,nan
534,data/bronze/artifacts/2021_raw.xlsx,Table 19,237,ic50_null_uM,0.154
534,data/bronze/artifacts/2021_raw.xlsx,Table 19,237,ic50_wt_uM,4.02
535,data/bronze/artifacts/2021_raw.xlsx,Table 19,238,ki_a_nM,0.34
535,data/bronze/artifacts/2021_raw.xlsx,Table 19,238,ki_b_nM,nan
535,data/bronze/artifacts/2021_raw.xlsx,Table 19,238,ic50_null_uM,0.552
535,data/bronze/artifacts/2021_raw.xlsx,Table 19,238,ic50_wt_uM,>10
536,data/bronze/artifacts/2021_raw.xlsx,Table 19,239,ki_a_nM,0.02
536,data/bronze/artifacts/2021_raw.xlsx,Table 19,239,ki_b_nM,nan
536,data/bronze/artifacts/2021_raw.xlsx,Table 19,239,ic50_null_uM,0.044
536,data/bronze/artifacts/2021_raw.xlsx,Table 19,239,ic50_wt_uM,1.46
537,data/bronze/artifacts/2021_raw.xlsx,Table 19,240,ki_a_nM,0.51
537,data/bronze/artifacts/2021_raw.xlsx,Table 19,240,ki_b_nM,nan
537,data/bronze/artifacts/2021_raw.xlsx,Table 19,240,ic50_null_uM,0.701
537,data/bronze/artifacts/2021_raw.xlsx,Table 19,240,ic50_wt_uM,5.96
538,data/bronze/artifacts/2021_raw.xlsx,Table 19,241,ki_a_nM,0.68
538,data/bronze/artifacts/2021_raw.xlsx,Table 19,241,ki_b_nM,nan
538,data/bronze/artifacts/2021_raw.xlsx,Table 19,241,ic50_null_uM,0.732
538,data/bronze/artifacts/2021_raw.xlsx,Table 19,241,ic50_wt_uM,>10
539,data/bronze/artifacts/2021_raw.xlsx,Table 19,242,ki_a_nM,0.12
539,data/bronze/artifacts/2021_raw.xlsx,Table 19,242,ki_b_nM,nan
539,data/bronze/artifacts/2021_raw.xlsx,Table 19,242,ic50_null_uM,0.328
539,data/bronze/artifacts/2021_raw.xlsx,Table 19,242,ic50_wt_uM,7.01
540,data/bronze/artifacts/2021_raw.xlsx,Table 19,243,ki_a_nM,0.17
